

** [etri] Launch Training on 20230610_1522
{
  "HOST": "etri",
  "SAVE": true,
  "github_log": true,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 5,
  "Flag": true,
  "p": 0.4,
  "acc_thresh": 0.5,
  "batch_size": 30,
  "lr_scheduling": true,
  "lr": 0.005408663768321276,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/train_base_db_20230523.txt",
  "eval_annotation": "./Annotations/eval_base_db_20230523.txt",
  "exp_comment": "* Augmentation Reinforced\n  - Image Blur Feature Added \n  - Sub Comments Line2\n",
  "isCompleted": false,
  "config": "./Config/TRAIN_DLV3.yaml"
}
@20230612_0203 [EP 253/500] took: 0h:8m:12s, ETA: 1d:9h:45m:24s [TRAIN] loss: 0.0249, accu-50: 97.54%, iou: 95.14%, f1: 97.51% 810.94ms [EVAL] [138/138 step] loss: 0.0527, accu-50: 96.38%, iou: 90.00%, f1: 94.73%, 226.63ms
@20230612_0211 [EP 254/500] took: 0h:8m:12s, ETA: 1d:9h:37m:12s [TRAIN] loss: 0.0249, accu-50: 97.49%, iou: 95.15%, f1: 97.51% 811.15ms [EVAL] [138/138 step] loss: 0.0592, accu-50: 95.19%, iou: 88.84%, f1: 94.08%, 227.00ms
@20230612_0220 [EP 255/500] took: 0h:8m:12s, ETA: 1d:9h:29m:0s [TRAIN] loss: 0.0247, accu-50: 97.54%, iou: 95.18%, f1: 97.53% 810.52ms [EVAL] [138/138 step] loss: 0.0582, accu-50: 96.05%, iou: 89.02%, f1: 94.18%, 226.48ms
@20230612_0228 [EP 256/500] took: 0h:8m:12s, ETA: 1d:9h:20m:48s [TRAIN] loss: 0.0247, accu-50: 97.54%, iou: 95.18%, f1: 97.53% 810.74ms [EVAL] [138/138 step] loss: 0.0550, accu-50: 94.18%, iou: 89.60%, f1: 94.50%, 226.16ms
@20230612_0236 [EP 257/500] took: 0h:8m:12s, ETA: 1d:9h:12m:36s [TRAIN] loss: 0.0247, accu-50: 97.54%, iou: 95.17%, f1: 97.53% 811.03ms [EVAL] [138/138 step] loss: 0.1117, accu-50: 96.68%, iou: 79.98%, f1: 88.83%, 226.23ms
@20230612_0244 [EP 258/500] took: 0h:8m:12s, ETA: 1d:9h:4m:24s [TRAIN] loss: 0.0246, accu-50: 97.54%, iou: 95.20%, f1: 97.54% 810.94ms [EVAL] [138/138 step] loss: 0.0549, accu-50: 96.58%, iou: 89.61%, f1: 94.51%, 226.78ms
@20230612_0252 [EP 259/500] took: 0h:8m:12s, ETA: 1d:8h:56m:12s [TRAIN] loss: 0.0246, accu-50: 97.55%, iou: 95.20%, f1: 97.54% 810.92ms [EVAL] [138/138 step] loss: 0.0512, accu-50: 95.59%, iou: 90.27%, f1: 94.88%, 226.39ms
@20230612_0300 [EP 260/500] took: 0h:8m:12s, ETA: 1d:8h:48m:0s [TRAIN] loss: 0.0246, accu-50: 97.56%, iou: 95.20%, f1: 97.54% 810.85ms [EVAL] [138/138 step] loss: 0.0631, accu-50: 95.35%, iou: 88.15%, f1: 93.69%, 226.43ms
@20230612_0309 [EP 261/500] took: 0h:8m:12s, ETA: 1d:8h:39m:48s [TRAIN] loss: 0.0246, accu-50: 97.55%, iou: 95.20%, f1: 97.54% 810.75ms [EVAL] [138/138 step] loss: 0.0507, accu-50: 96.40%, iou: 90.36%, f1: 94.93%, 226.32ms
@20230612_0317 [EP 262/500] took: 0h:8m:12s, ETA: 1d:8h:31m:36s [TRAIN] loss: 0.0246, accu-50: 97.55%, iou: 95.20%, f1: 97.54% 810.76ms [EVAL] [138/138 step] loss: 0.0533, accu-50: 94.92%, iou: 89.90%, f1: 94.67%, 226.87ms
@20230612_0325 [EP 263/500] took: 0h:8m:12s, ETA: 1d:8h:23m:24s [TRAIN] loss: 0.0245, accu-50: 97.56%, iou: 95.21%, f1: 97.55% 810.81ms [EVAL] [138/138 step] loss: 0.0494, accu-50: 96.82%, iou: 90.59%, f1: 95.06%, 226.55ms
@20230612_0333 [EP 264/500] took: 0h:8m:12s, ETA: 1d:8h:15m:12s [TRAIN] loss: 0.0245, accu-50: 97.57%, iou: 95.23%, f1: 97.55% 810.82ms [EVAL] [138/138 step] loss: 0.0474, accu-50: 94.93%, iou: 90.97%, f1: 95.26%, 226.47ms
@20230612_0341 [EP 265/500] took: 0h:8m:12s, ETA: 1d:8h:7m:0s [TRAIN] loss: 0.0243, accu-50: 97.56%, iou: 95.25%, f1: 97.57% 810.76ms [EVAL] [138/138 step] loss: 0.0481, accu-50: 96.31%, iou: 90.83%, f1: 95.19%, 226.26ms
@20230612_0349 [EP 266/500] took: 0h:8m:12s, ETA: 1d:7h:58m:48s [TRAIN] loss: 0.0244, accu-50: 97.57%, iou: 95.24%, f1: 97.56% 810.74ms [EVAL] [138/138 step] loss: 0.0501, accu-50: 96.77%, iou: 90.47%, f1: 94.99%, 226.43ms
@20230612_0358 [EP 267/500] took: 0h:8m:12s, ETA: 1d:7h:50m:36s [TRAIN] loss: 0.0244, accu-50: 97.57%, iou: 95.24%, f1: 97.56% 810.87ms [EVAL] [138/138 step] loss: 0.0877, accu-50: 95.39%, iou: 83.91%, f1: 91.23%, 226.19ms
@20230612_0406 [EP 268/500] took: 0h:8m:12s, ETA: 1d:7h:42m:24s [TRAIN] loss: 0.0242, accu-50: 97.59%, iou: 95.28%, f1: 97.58% 810.65ms [EVAL] [138/138 step] loss: 0.1308, accu-50: 95.70%, iou: 76.98%, f1: 86.92%, 226.15ms
@20230612_0414 [EP 269/500] took: 0h:8m:12s, ETA: 1d:7h:34m:12s [TRAIN] loss: 0.0244, accu-50: 97.56%, iou: 95.24%, f1: 97.56% 810.87ms [EVAL] [138/138 step] loss: 0.1958, accu-50: 96.97%, iou: 67.52%, f1: 80.42%, 226.53ms
@20230612_0422 [EP 270/500] took: 0h:8m:12s, ETA: 1d:7h:26m:0s [TRAIN] loss: 0.0242, accu-50: 97.60%, iou: 95.27%, f1: 97.58% 810.72ms [EVAL] [138/138 step] loss: 0.0990, accu-50: 96.02%, iou: 82.04%, f1: 90.10%, 226.33ms
@20230612_0430 [EP 271/500] took: 0h:8m:12s, ETA: 1d:7h:17m:48s [TRAIN] loss: 0.0243, accu-50: 97.58%, iou: 95.26%, f1: 97.57% 810.93ms [EVAL] [138/138 step] loss: 0.0666, accu-50: 96.68%, iou: 87.54%, f1: 93.34%, 226.50ms
@20230612_0438 [EP 272/500] took: 0h:8m:12s, ETA: 1d:7h:9m:36s [TRAIN] loss: 0.0242, accu-50: 97.59%, iou: 95.28%, f1: 97.58% 810.82ms [EVAL] [138/138 step] loss: 0.0697, accu-50: 96.32%, iou: 86.99%, f1: 93.03%, 226.33ms
@20230612_0447 [EP 273/500] took: 0h:8m:12s, ETA: 1d:7h:1m:24s [TRAIN] loss: 0.0243, accu-50: 97.56%, iou: 95.27%, f1: 97.57% 810.89ms [EVAL] [138/138 step] loss: 0.0616, accu-50: 95.55%, iou: 88.41%, f1: 93.84%, 226.25ms
@20230612_0455 [EP 274/500] took: 0h:8m:12s, ETA: 1d:6h:53m:12s [TRAIN] loss: 0.0242, accu-50: 97.58%, iou: 95.28%, f1: 97.58% 810.81ms [EVAL] [138/138 step] loss: 0.0665, accu-50: 95.50%, iou: 87.56%, f1: 93.35%, 226.61ms
@20230612_0503 [EP 275/500] took: 0h:8m:12s, ETA: 1d:6h:45m:0s [TRAIN] loss: 0.0241, accu-50: 97.59%, iou: 95.30%, f1: 97.59% 810.68ms [EVAL] [138/138 step] loss: 0.0488, accu-50: 95.30%, iou: 90.71%, f1: 95.12%, 226.42ms
@20230612_0511 [EP 276/500] took: 0h:8m:12s, ETA: 1d:6h:36m:48s [TRAIN] loss: 0.0240, accu-50: 97.58%, iou: 95.31%, f1: 97.60% 810.57ms [EVAL] [138/138 step] loss: 0.0468, accu-50: 94.77%, iou: 91.07%, f1: 95.32%, 226.69ms
@20230612_0519 [EP 277/500] took: 0h:8m:12s, ETA: 1d:6h:28m:36s [TRAIN] loss: 0.0239, accu-50: 97.62%, iou: 95.33%, f1: 97.61% 810.74ms [EVAL] [138/138 step] loss: 0.0567, accu-50: 94.27%, iou: 89.28%, f1: 94.33%, 226.42ms
@20230612_0527 [EP 278/500] took: 0h:8m:12s, ETA: 1d:6h:20m:24s [TRAIN] loss: 0.0240, accu-50: 97.60%, iou: 95.32%, f1: 97.60% 810.76ms [EVAL] [138/138 step] loss: 0.0936, accu-50: 95.41%, iou: 82.93%, f1: 90.64%, 226.49ms
@20230612_0536 [EP 279/500] took: 0h:8m:12s, ETA: 1d:6h:12m:12s [TRAIN] loss: 0.0240, accu-50: 97.58%, iou: 95.31%, f1: 97.60% 810.67ms [EVAL] [138/138 step] loss: 0.0595, accu-50: 94.36%, iou: 88.78%, f1: 94.05%, 226.48ms
@20230612_0544 [EP 280/500] took: 0h:8m:12s, ETA: 1d:6h:4m:0s [TRAIN] loss: 0.0239, accu-50: 97.58%, iou: 95.34%, f1: 97.61% 810.70ms [EVAL] [138/138 step] loss: 0.0638, accu-50: 95.02%, iou: 88.03%, f1: 93.62%, 226.26ms
@20230612_0552 [EP 281/500] took: 0h:8m:12s, ETA: 1d:5h:55m:48s [TRAIN] loss: 0.0239, accu-50: 97.59%, iou: 95.34%, f1: 97.61% 810.86ms [EVAL] [138/138 step] loss: 0.0526, accu-50: 95.02%, iou: 90.03%, f1: 94.74%, 226.70ms
@20230612_0600 [EP 282/500] took: 0h:8m:12s, ETA: 1d:5h:47m:36s [TRAIN] loss: 0.0239, accu-50: 97.60%, iou: 95.33%, f1: 97.61% 810.81ms [EVAL] [138/138 step] loss: 0.0700, accu-50: 92.46%, iou: 86.95%, f1: 93.00%, 226.10ms
@20230612_0608 [EP 283/500] took: 0h:8m:12s, ETA: 1d:5h:39m:24s [TRAIN] loss: 0.0238, accu-50: 97.59%, iou: 95.35%, f1: 97.62% 810.92ms [EVAL] [138/138 step] loss: 0.0629, accu-50: 94.17%, iou: 88.19%, f1: 93.71%, 226.36ms
@20230612_0616 [EP 284/500] took: 0h:8m:12s, ETA: 1d:5h:31m:12s [TRAIN] loss: 0.0237, accu-50: 97.64%, iou: 95.37%, f1: 97.63% 810.85ms [EVAL] [138/138 step] loss: 0.0616, accu-50: 96.49%, iou: 88.42%, f1: 93.84%, 226.20ms
@20230612_0624 [EP 285/500] took: 0h:8m:12s, ETA: 1d:5h:23m:0s [TRAIN] loss: 0.0237, accu-50: 97.64%, iou: 95.37%, f1: 97.63% 810.89ms [EVAL] [138/138 step] loss: 0.0496, accu-50: 94.11%, iou: 90.56%, f1: 95.04%, 226.67ms
@20230612_0633 [EP 286/500] took: 0h:8m:12s, ETA: 1d:5h:14m:48s [TRAIN] loss: 0.0236, accu-50: 97.64%, iou: 95.40%, f1: 97.64% 810.91ms [EVAL] [138/138 step] loss: 0.0959, accu-50: 87.46%, iou: 82.56%, f1: 90.41%, 226.47ms
@20230612_0641 [EP 287/500] took: 0h:8m:12s, ETA: 1d:5h:6m:36s [TRAIN] loss: 0.0236, accu-50: 97.67%, iou: 95.40%, f1: 97.64% 810.71ms [EVAL] [138/138 step] loss: 0.0592, accu-50: 95.76%, iou: 88.84%, f1: 94.08%, 226.59ms
@20230612_0649 [EP 288/500] took: 0h:8m:12s, ETA: 1d:4h:58m:24s [TRAIN] loss: 0.0236, accu-50: 97.64%, iou: 95.39%, f1: 97.64% 810.79ms [EVAL] [138/138 step] loss: 0.0534, accu-50: 93.67%, iou: 89.88%, f1: 94.66%, 226.54ms
@20230612_0657 [EP 289/500] took: 0h:8m:12s, ETA: 1d:4h:50m:12s [TRAIN] loss: 0.0236, accu-50: 97.62%, iou: 95.39%, f1: 97.64% 810.82ms [EVAL] [138/138 step] loss: 0.0558, accu-50: 93.07%, iou: 89.44%, f1: 94.42%, 226.52ms
@20230612_0705 [EP 290/500] took: 0h:8m:12s, ETA: 1d:4h:42m:0s [TRAIN] loss: 0.0235, accu-50: 97.63%, iou: 95.41%, f1: 97.65% 810.93ms [EVAL] [138/138 step] loss: 0.0629, accu-50: 96.07%, iou: 88.19%, f1: 93.71%, 226.40ms
@20230612_0713 [EP 291/500] took: 0h:8m:12s, ETA: 1d:4h:33m:48s [TRAIN] loss: 0.0235, accu-50: 97.63%, iou: 95.40%, f1: 97.65% 810.54ms [EVAL] [138/138 step] loss: 0.0821, accu-50: 95.54%, iou: 84.86%, f1: 91.79%, 227.05ms
@20230612_0722 [EP 292/500] took: 0h:8m:12s, ETA: 1d:4h:25m:36s [TRAIN] loss: 0.0236, accu-50: 97.64%, iou: 95.39%, f1: 97.64% 810.72ms [EVAL] [138/138 step] loss: 0.1026, accu-50: 95.36%, iou: 81.46%, f1: 89.74%, 226.68ms
@20230612_0730 [EP 293/500] took: 0h:8m:12s, ETA: 1d:4h:17m:24s [TRAIN] loss: 0.0234, accu-50: 97.66%, iou: 95.42%, f1: 97.66% 810.88ms [EVAL] [138/138 step] loss: 0.0735, accu-50: 94.11%, iou: 86.34%, f1: 92.65%, 226.27ms
@20230612_0738 [EP 294/500] took: 0h:8m:12s, ETA: 1d:4h:9m:12s [TRAIN] loss: 0.0234, accu-50: 97.65%, iou: 95.43%, f1: 97.66% 810.74ms [EVAL] [138/138 step] loss: 0.0635, accu-50: 94.92%, iou: 88.09%, f1: 93.65%, 226.40ms
@20230612_0746 [EP 295/500] took: 0h:8m:12s, ETA: 1d:4h:1m:0s [TRAIN] loss: 0.0236, accu-50: 97.64%, iou: 95.39%, f1: 97.64% 810.73ms [EVAL] [138/138 step] loss: 0.0539, accu-50: 94.06%, iou: 89.79%, f1: 94.61%, 226.66ms
